external_compound_id,tautomer_family_key,development_compound_ids_json,in_primary_external,removed_from_tautomer_sensitivity
CMP:UBCKGWBNUIFUST-YHYXMXQVSA-N,TAU:f8dbac824461977bad396294a112957a27be26a32f045867c9021da27f30f014,"[""CMP:UBCKGWBNUIFUST-BJMVGYQFSA-N"",""CMP:UBCKGWBNUIFUST-UHFFFAOYSA-N""]",false,false
CMP:UBDUBBTYCRJUHW-UHFFFAOYSA-N,TAU:ad626b42ca9978df687b4caa4c28e7f362cae01514498f98f9a979e1bfe00819,"[""CMP:UBDUBBTYCRJUHW-UHFFFAOYSA-N""]",false,false
CMP:UBOXGVDOUJQMTN-UHFFFAOYSA-N,TAU:7de06586755516d024d75240318fe7b20ceb89d97b89f3c4ef02eb0ac8a7cad3,"[""CMP:UBOXGVDOUJQMTN-UHFFFAOYSA-N""]",false,false
CMP:UBUCNCOMADRQHX-UHFFFAOYSA-N,TAU:993366bce4e17d09b9aaca2df9fdc30cf777cae46e4f9ad38af2600ac5962783,"[""CMP:UBUCNCOMADRQHX-UHFFFAOYSA-N""]",false,false
CMP:UBXSITBCVLNRNX-UHFFFAOYSA-N,TAU:1cde8146cd5f2fae4cae672774571d439dff614655bc6baa871e359a5aa45aa6,"[""CMP:UBXSITBCVLNRNX-UHFFFAOYSA-N""]",false,false
CMP:UCNVFOCBFJOQAL-UHFFFAOYSA-N,TAU:2df6c58e4dedfdcd4a96822eccdf9f46200a40605d270eaa02ea8557587e32ef,"[""CMP:UCNVFOCBFJOQAL-UHFFFAOYSA-N""]",false,false
CMP:UDPGUMQDCGORJQ-UHFFFAOYSA-N,TAU:61ed3c316fd6afb6755c06b56a9635936d18c37af4c05213411ae3b1f3590e73,"[""CMP:UDPGUMQDCGORJQ-UHFFFAOYSA-N""]",false,false
CMP:UEALKTCRMBVTFN-UHFFFAOYSA-N,TAU:6316b21450554e0218563e039269849de0a14ab1bd692990a849d4ae4d5e2675,"[""CMP:UEALKTCRMBVTFN-UHFFFAOYSA-N""]",false,false
CMP:UEDUENGHJMELGK-HYDKPPNVSA-N,TAU:bf2384037e1016c14b8ea70599c0f7513f4684f25c99f48f1f4ba2cf29879364,"[""CMP:UEDUENGHJMELGK-HYDKPPNVSA-N""]",false,false
CMP:UEEJHVSXFDXPFK-UHFFFAOYSA-N,TAU:7c4f360ab8e50281ce8778e2ec5cd10c58dfa5fbe70890c9ad462a5650005ae4,"[""CMP:UEEJHVSXFDXPFK-UHFFFAOYSA-N""]",false,false
CMP:UFBJCMHMOXMLKC-UHFFFAOYSA-N,TAU:a7859cf80a4a6e3b3d340dc57db52899292999c4639a04f577c33fe92d44fc55,"[""CMP:UFBJCMHMOXMLKC-UHFFFAOYSA-N""]",false,false
CMP:UFFBMTHBGFGIHF-UHFFFAOYSA-N,TAU:94028d0820b0c944d9b700d2c1f42bf9d603158f2f1fd83f3e1095d97ad5d315,"[""CMP:UFFBMTHBGFGIHF-UHFFFAOYSA-N""]",false,false
CMP:UFFJUAYKLIGSJF-UHFFFAOYSA-N,TAU:7ceda3596876ada70ad3f965a11e1baa77e8197fe16f4b754ed9db6c9bd8245a,"[""CMP:UFFJUAYKLIGSJF-UHFFFAOYSA-N""]",false,false
CMP:UFWIBTONFRDIAS-UHFFFAOYSA-N,TAU:a896d495b04a450b732a5bf6a5896266647c948af5d97014906f7afe145b9022,"[""CMP:UFWIBTONFRDIAS-UHFFFAOYSA-N""]",false,false
CMP:UGJMXCAKCUNAIE-UHFFFAOYSA-N,TAU:84263e09c284dfd3b6befb2fd3db16ca449f78938d8abf8ce3f9253389e7c64f,"[""CMP:UGJMXCAKCUNAIE-UHFFFAOYSA-N""]",false,false
CMP:UGNWTBMOAKPKBL-UHFFFAOYSA-N,TAU:44c40e296526df3f1d65c61464491569bf030110eaaba920f1ffadf8ef64c638,"[""CMP:UGNWTBMOAKPKBL-UHFFFAOYSA-N""]",false,false
CMP:UHOVQNZJYSORNB-UHFFFAOYSA-N,TAU:13cad05ca8f49c509e5b7be8c67668484344ebf2b2d12b03b295f14d4b1c32d1,"[""CMP:UHOVQNZJYSORNB-UHFFFAOYSA-N""]",false,false
CMP:UICBCXONCUFSOI-UHFFFAOYSA-N,TAU:4f8825d3fe972b9878c71352f35e27ea068a35db6ea617988ea1ee4b983b0117,"[""CMP:UICBCXONCUFSOI-UHFFFAOYSA-N""]",false,false
CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N,TAU:9e96fbc760d5dafae3139a9eb5180f2991aef3cf204f911cae2b1ddbf8363606,"[""CMP:UJOBWOGCFQCDNV-UHFFFAOYSA-N""]",false,false
CMP:ULKFLOVGORAZDI-UHFFFAOYSA-N,TAU:67af316ac58897f636b216e280cbd0493192382d7371c912025ed26a1e503fc2,"[""CMP:ULKFLOVGORAZDI-UHFFFAOYSA-N""]",false,false
CMP:UMFJAHHVKNCGLG-UHFFFAOYSA-N,TAU:26c934b5063a6bfee097507d7aab4cffd33cf6dedd8fd351db098bb1923688bc,"[""CMP:UMFJAHHVKNCGLG-UHFFFAOYSA-N""]",false,false
CMP:UMGDCJDMYOKAJW-UHFFFAOYSA-N,TAU:61c97a0e5bf59b60bddaf5b3298c5077c93cca4733a11c81533e5084deb2cad4,"[""CMP:UMGDCJDMYOKAJW-UHFFFAOYSA-N""]",false,false
CMP:UNHSJQXRZCIATF-UHFFFAOYSA-N,TAU:f2a7957bb73507856db9aea8bb38b11452de77d32934d454541987cc215ac859,"[""CMP:UNHSJQXRZCIATF-UHFFFAOYSA-N""]",false,false
CMP:UNISKOOZAQCSPC-KWVAZRHASA-N,TAU:c2a2719e354f92a6bbe44bb37f60b4ba1dee1956716642324f3fe2562505e226,"[""CMP:UNISKOOZAQCSPC-KWVAZRHASA-N""]",false,false
CMP:UOAMTSKGCBMZTC-UHFFFAOYSA-N,TAU:6687c6375359e096d7d561b267419a9c986a6ac9ab39ffc875a337afb52d965b,"[""CMP:UOAMTSKGCBMZTC-UHFFFAOYSA-N""]",false,false
CMP:UOCLXMDMGBRAIB-UHFFFAOYSA-N,TAU:be849a7e4890e5feac82675271e319ef514c4a30631eb3b61c746ef1e3024f67,"[""CMP:UOCLXMDMGBRAIB-UHFFFAOYSA-N""]",false,false
CMP:UOIPFPSGIAWJAQ-UHFFFAOYSA-N,TAU:46f10026b307fb004815a97d15d6aa48c552c62fc93c00e2f74677be3b42db84,"[""CMP:UOIPFPSGIAWJAQ-UHFFFAOYSA-N""]",false,false
CMP:UOORRWUZONOOLO-OWOJBTEDSA-N,TAU:3c87ee30310b4fc112b6d41ad73d962c9679b6709614f33c704771bdf4158165,"[""CMP:UOORRWUZONOOLO-UHFFFAOYSA-N""]",false,false
CMP:UOORRWUZONOOLO-UPHRSURJSA-N,TAU:3c87ee30310b4fc112b6d41ad73d962c9679b6709614f33c704771bdf4158165,"[""CMP:UOORRWUZONOOLO-UHFFFAOYSA-N""]",false,false
CMP:UPMLOUAZCHDJJD-UHFFFAOYSA-N,TAU:ffc7cb155dc29aae0a926346fa8d605a7e248384453f7bbd692eff84402854fb,"[""CMP:UPMLOUAZCHDJJD-UHFFFAOYSA-N""]",false,false
CMP:UPMXNNIRAGDFEH-UHFFFAOYSA-N,TAU:eccd9212390d27c3adecd657e97f0b9ee442c75a3823a078a78f9a2cfd2d84fb,"[""CMP:UPMXNNIRAGDFEH-UHFFFAOYSA-N""]",false,false
CMP:UPVLRUMEBXYJMQ-UHFFFAOYSA-N,TAU:6c02d526569d768342016fc75bf0f5de23d2c9eba216939fcc1f2515eb98aa92,"[""CMP:UPVLRUMEBXYJMQ-UHFFFAOYSA-N""]",false,false
CMP:UPZFHUODAYGHDZ-RMKNXTFCSA-N,TAU:6f3f7017c7a1991b6d768b1ed6db66aae66d83ca8956ab12dddbf796e46ca1fa,"[""CMP:UPZFHUODAYGHDZ-TWGQIWQCSA-N""]",false,false
CMP:USZDDJLVNDSPSY-UHFFFAOYSA-N,TAU:9dcd481c396240e334ca9182131412842c2349f73f3fee3cfac4cab761438071,"[""CMP:USZDDJLVNDSPSY-UHFFFAOYSA-N""]",false,false
CMP:UTGQNNCQYDRXCH-UHFFFAOYSA-N,TAU:418fc2e6de64cac1ca658bc1732c25d6c768cc4017e151d5264ff3a98532f378,"[""CMP:UTGQNNCQYDRXCH-UHFFFAOYSA-N""]",false,false
CMP:UTSVPXMQSFGQTM-DCXZOGHSSA-N,TAU:504ec0a753401836d594b930b6485b6d2373d169dac6612c1df2530090cb598c,"[""CMP:UTSVPXMQSFGQTM-DCXZOGHSSA-N""]",false,false
CMP:UVBUBMSSQKOIBE-DSLOAKGESA-N,TAU:9acc36e06722811fb20283751063803df76c9c009c6ff9f769a7f76ac687068b,"[""CMP:UVBUBMSSQKOIBE-DSLOAKGESA-N""]",false,false
CMP:UWPBQLKEHGGKKD-GZTJUZNOSA-N,TAU:2a2880b6f104c447c126436e6420be939ad58a7c1441136a573b24baaca80dc2,"[""CMP:UWPBQLKEHGGKKD-GZTJUZNOSA-N""]",false,false
CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N,TAU:bd8014e5364573629f502823336801cd56763a985fe951a58bd2eab974605505,"[""CMP:UWSDONTXWQOZFN-UHFFFAOYSA-N""]",false,false
CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N,TAU:022e8df2cc82ff551ff05b3a16bb4bd0d9d5d863ff535ff3f53cc7affa5c7b57,"[""CMP:UZMVSVHUTOAPTD-UHFFFAOYSA-N""]",false,false
CMP:VAOCPAMSLUNLGC-UHFFFAOYSA-N,TAU:60dc8c5e293285a94c768edb906117101305640bc4c0d0e8462636d9b6eae0a2,"[""CMP:VAOCPAMSLUNLGC-UHFFFAOYSA-N""]",false,false
CMP:VAYGXNSJCAHWJZ-UHFFFAOYSA-N,TAU:b93d861f01a655cb507bfa9451b99b9285ddcc1a53e72811399ce6c7fc218449,"[""CMP:VAYGXNSJCAHWJZ-UHFFFAOYSA-N""]",false,false
CMP:VBKKVDGJXVOLNE-UHFFFAOYSA-N,TAU:a5899ab7e476d00ab9eec2d59e9c9d6c973110559d3a2777fb8928db4b1032c0,"[""CMP:VBKKVDGJXVOLNE-UHFFFAOYSA-N""]",false,false
CMP:VEMKTZHHVJILDY-PMACEKPBSA-N,TAU:9c68e50dd14470e0fe58264105cf084f6aa861185b45e2d7d169cfdc3c8abd73,"[""CMP:VEMKTZHHVJILDY-UHFFFAOYSA-N""]",false,false
CMP:VEMKTZHHVJILDY-UHFFFAOYSA-N,TAU:9c68e50dd14470e0fe58264105cf084f6aa861185b45e2d7d169cfdc3c8abd73,"[""CMP:VEMKTZHHVJILDY-UHFFFAOYSA-N""]",false,false
CMP:VEMKTZHHVJILDY-UXHICEINSA-N,TAU:9c68e50dd14470e0fe58264105cf084f6aa861185b45e2d7d169cfdc3c8abd73,"[""CMP:VEMKTZHHVJILDY-UHFFFAOYSA-N""]",false,false
CMP:VEQOALNAAJBPNY-UHFFFAOYSA-N,TAU:5269648ef806c92accf6864e8cb7eceb9fac4b6d32ee40d220c4217ab0a7caed,"[""CMP:VEQOALNAAJBPNY-UHFFFAOYSA-N""]",false,false
CMP:VETPHHXZEJAYOB-UHFFFAOYSA-N,TAU:1c2213a964c13ffcffe2be5cfa5162769d5ca6343dc2b2d73611153f08101249,"[""CMP:VETPHHXZEJAYOB-UHFFFAOYSA-N""]",false,false
CMP:VEZXCJBBBCKRPI-UHFFFAOYSA-N,TAU:89c662ab4c85a17f6e1cf5456064c78b5d1687ce3aef6fee546761926b715849,"[""CMP:VEZXCJBBBCKRPI-UHFFFAOYSA-N""]",false,false
CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N,TAU:ba9d1bb652e223c209917e79ef247119a5a92a4e66c158376c7c05d2793b8844,"[""CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N"",""CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N""]",false,false
CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N,TAU:ba9d1bb652e223c209917e79ef247119a5a92a4e66c158376c7c05d2793b8844,"[""CMP:VFKZTMPDYBFSTM-GUCUJZIJSA-N"",""CMP:VFKZTMPDYBFSTM-KVTDHHQDSA-N""]",false,false
CMP:VFLDPWHFBUODDF-UHFFFAOYSA-N,TAU:8f83e6613a402c27d0af1e5102961e6c7bf8a550c885a5e352a5792a6d3ce110,"[""CMP:VFLDPWHFBUODDF-UHFFFAOYSA-N""]",false,false
CMP:VFWCMGCRMGJXDK-UHFFFAOYSA-N,TAU:0e5b85e03bd6c35acc96430e0945e1d04c1de6c6eadb4d26e8a9de9bdd20796d,"[""CMP:VFWCMGCRMGJXDK-UHFFFAOYSA-N""]",false,false
CMP:VGVRPFIJEJYOFN-UHFFFAOYSA-N,TAU:131f27f98184b13fc92d387feb9c817a482491eaa4378a347f0a4ce232c125a3,"[""CMP:VGVRPFIJEJYOFN-UHFFFAOYSA-N""]",false,false
CMP:VGZSUPCWNCWDAN-UHFFFAOYSA-N,TAU:54b0ffdfef540d7f7d7213e522318932512a401f01c9e01b72da0001fab42e28,"[""CMP:VGZSUPCWNCWDAN-UHFFFAOYSA-N""]",false,false
CMP:VHHHONWQHHHLTI-UHFFFAOYSA-N,TAU:58d068a231d060087e3996e31e4e44140dae7b09f5559f7b4578f64744e932ac,"[""CMP:VHHHONWQHHHLTI-UHFFFAOYSA-N""]",false,false
CMP:VHNPZOQVSSWOJZ-UHFFFAOYSA-N,TAU:d579de127bbe3a5f11f1eef357427b03b27c622f4913a1af233d4aa4c432e582,"[""CMP:VHNPZOQVSSWOJZ-UHFFFAOYSA-N""]",false,false
CMP:VHVOLFRBFDOUSH-NSCUHMNNSA-N,TAU:236c497389fbafcbf4c9a00164651d6ba3a49931f50b284935207c2a3d5a9ae5,"[""CMP:VHVOLFRBFDOUSH-UHFFFAOYSA-N""]",false,false
CMP:VIROVYVQCGLCII-UHFFFAOYSA-N,TAU:583ccfabc2a185ccec7f108dbd1d7f9e8f7a405f250858c99463f222dd9c155d,"[""CMP:VIROVYVQCGLCII-UHFFFAOYSA-N""]",false,false
CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,TAU:84ca14b1e49e98a7ac4f96aee919f41002772c84a44303dc09b26c42a1769c60,"[""CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N""]",false,false
CMP:VJYIFXVZLXQVHO-UHFFFAOYSA-N,TAU:7534b379cec5098a80f0cc32e476dd4a1ad9f847012b2f78e51513b5e1d82853,"[""CMP:VJYIFXVZLXQVHO-UHFFFAOYSA-N""]",false,false
CMP:VKYKSIONXSXAKP-UHFFFAOYSA-N,TAU:64611f0e6cfe92fe8c86812dccbabe4ab56faf6a2725ac763d07172af34888a7,"[""CMP:VKYKSIONXSXAKP-UHFFFAOYSA-N""]",false,false
CMP:VLCYCQAOQCDTCN-UHFFFAOYSA-N,TAU:111760d65dd88910f26aaed84e60ff7f3c6fd0ee7ed6ea4626fcdf26c28a962f,"[""CMP:VLCYCQAOQCDTCN-UHFFFAOYSA-N""]",false,false
CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N,TAU:ea844d76d333957356cfe3aecc4be33cd28297c162327c358a1de3d3c828f46e,"[""CMP:VLKZOEOYAKHREP-UHFFFAOYSA-N""]",false,false
CMP:VLNZRXKHRFNZDN-UHFFFAOYSA-N,TAU:1891ffc70bca48296ce9ce6124d4108c90f630e607d394422f27cd1b6aed0b74,"[""CMP:VLNZRXKHRFNZDN-UHFFFAOYSA-N""]",false,false
CMP:VLZVIIYRNMWPSN-UHFFFAOYSA-N,TAU:6e0bafd43ebc495092f40149869d2fbc107d5a50afcd175255d11ba6394b7fd7,"[""CMP:VLZVIIYRNMWPSN-UHFFFAOYSA-N""]",false,false
CMP:VMMDOCYDNRLESP-UHFFFAOYSA-N,TAU:57d4eca68335e7fe2aec710c87bc7f1f0e9c32bbae91ad3d1e28ba01249644da,"[""CMP:VMMDOCYDNRLESP-UHFFFAOYSA-N""]",false,false
CMP:VMPITZXILSNTON-UHFFFAOYSA-N,TAU:294c481ac180e7a780773323e11aadc4ae8389ca17cc82e1ad404f813e840491,"[""CMP:VMPITZXILSNTON-UHFFFAOYSA-N""]",false,false
CMP:VMUXSMXIQBNMGZ-UHFFFAOYSA-N,TAU:0d99afdbd9fe6caf02a73b06372479b80f947e0d0ecf10fd3511b24804f4e925,"[""CMP:VMUXSMXIQBNMGZ-UHFFFAOYSA-N""]",false,false
CMP:VOJLELRQLPENHL-UHFFFAOYSA-N,TAU:332049a194646e648b3f35ea879c560294b522daa353c82183d0d32b3ace56b4,"[""CMP:VOJLELRQLPENHL-UHFFFAOYSA-N""]",false,false
CMP:VONWDASPFIQPDY-UHFFFAOYSA-N,TAU:f81dce1660e6858902961e5513f2ad0b1079b048f207bacd01b665e62c7a0a18,"[""CMP:VONWDASPFIQPDY-UHFFFAOYSA-N""]",false,false
CMP:VOPWNXZWBYDODV-UHFFFAOYSA-N,TAU:ce0fa2f820d82d15b350e04b78b517573b1f48805837211b279c08b25cb3dd5c,"[""CMP:VOPWNXZWBYDODV-UHFFFAOYSA-N""]",false,false
CMP:VOXZDWNPVJITMN-SFFUCWETSA-N,TAU:2577b97c27e10d71995a6e6e8bf6d1d13506298c5d929838d33c4a134a561c78,"[""CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N""]",false,false
CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N,TAU:2577b97c27e10d71995a6e6e8bf6d1d13506298c5d929838d33c4a134a561c78,"[""CMP:VOXZDWNPVJITMN-ZBRFXRBCSA-N""]",false,false
CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N,TAU:d9976def946c882eb2de18fa92cda3821d05b881ba60bf67c79465f0a77a36fc,"[""CMP:VOZKAJLKRJDJLL-UHFFFAOYSA-N""]",false,false
CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N,TAU:cf759afe94634ad833bb78ff4138a1d1b2bd70e747a3bafb3f179d493ccf78e4,"[""CMP:VQTUBCCKSQIDNK-UHFFFAOYSA-N""]",false,false
CMP:VSVAVMVWTLLTCH-BJMVGYQFSA-N,TAU:213233cc7e06d7f9727a82f89ed4bc92092142284bdee121705599d1232f5fdd,"[""CMP:VSVAVMVWTLLTCH-BJMVGYQFSA-N""]",false,false
CMP:VTIICEULKUFPJJ-UHFFFAOYSA-N,TAU:69cdb7a3ab1af640740e8f3285202be33c11f458503b9d53c957050ef5d78de9,"[""CMP:VTIICEULKUFPJJ-UHFFFAOYSA-N""]",false,false
CMP:VTNQPKFIQCLBDU-UHFFFAOYSA-N,TAU:d2fbc77ac9728c1ffca5894b469bfcb66686750ba4776d0a85b5b5f44e2ee842,"[""CMP:VTNQPKFIQCLBDU-UHFFFAOYSA-N""]",false,false
CMP:VUNCWTMEJYMOOR-UHFFFAOYSA-N,TAU:f2be4a948386dd384f772a39f1d44cff7592b846ccdd43db0c847a2bcf1bea97,"[""CMP:VUNCWTMEJYMOOR-UHFFFAOYSA-N""]",false,false
CMP:VVBJNJFYBCLUAH-UHFFFAOYSA-N,TAU:26d95f2a5caebc66b45649ccad9432fdd8987ba3a6477b50c2350775cd4cf9cf,"[""CMP:VVBJNJFYBCLUAH-UHFFFAOYSA-N""]",false,false
CMP:VVBLNCFGVYUYGU-UHFFFAOYSA-N,TAU:a938193467b837947c1e0febff7f66bfe014410c812a3e1ca4851658293e3726,"[""CMP:VVBLNCFGVYUYGU-UHFFFAOYSA-N""]",false,false
CMP:VVJKKKDJADMKNM-UHFFFAOYSA-N,TAU:f781776157481a1bdf7fc8a5e4e392c7ec3a9b0f34e162d2d6ee26c5ce84a141,"[""CMP:VVJKKKDJADMKNM-UHFFFAOYSA-N""]",false,false
CMP:VVQNEPGJFQJSBK-UHFFFAOYSA-N,TAU:a6a3a54dd9b87a8a365df17a35824beb2bea99bad7ebd1520af6469d843e97c3,"[""CMP:VVQNEPGJFQJSBK-UHFFFAOYSA-N""]",false,false
CMP:VWQKBXQRFVPFAL-UHFFFAOYSA-N,TAU:e0e2e3183e2ead4cc7eb82b82321753e26555e95ab228fa8e0b6484611b2602b,"[""CMP:VWQKBXQRFVPFAL-UHFFFAOYSA-N""]",false,false
CMP:VYGQUTWHTHXGQB-FFHKNEKCSA-N,TAU:468e162540e31a908632e8690859895ff2eb5eeeaa5d397145060a42c72cd2d2,"[""CMP:VYGQUTWHTHXGQB-FFHKNEKCSA-N""]",false,false
CMP:VYTOCZMQXCNIPD-UHFFFAOYSA-N,TAU:96c7f26d4fd1e4b127701ddd7d43b523b2a20e2d4d1272afedc5f2e59e49c507,"[""CMP:VYTOCZMQXCNIPD-UHFFFAOYSA-N""]",false,false
CMP:VYZAHLCBVHPDDF-UHFFFAOYSA-N,TAU:c6bee725b36c730f35e79516d884f795b45750e88252838aeb8df87a7576f3b4,"[""CMP:VYZAHLCBVHPDDF-UHFFFAOYSA-N""]",false,false
CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N,TAU:e83bb7f7f8a2eb9250cc63929c1f760a67782aec7ce98a94f98545a43d8778c9,"[""CMP:VZGDMQKNWNREIO-UHFFFAOYSA-N""]",false,false
CMP:WAPNOHKVXSQRPX-UHFFFAOYSA-N,TAU:edf995800a313e743f02cc8ce749fbbf680e563e52c6e273b5c82c6a5cc1c9d6,"[""CMP:WAPNOHKVXSQRPX-UHFFFAOYSA-N""]",false,false
CMP:WARCRYXKINZHGQ-UHFFFAOYSA-N,TAU:ae21a946d1d857abf8b43707bd36870c7327eb5a5290ee1376206cfeed7f3836,"[""CMP:WARCRYXKINZHGQ-UHFFFAOYSA-N""]",false,false
CMP:WBBDVRPSJSJSPC-UHFFFAOYSA-N,TAU:ef643c8248b6fa63e0419e42f307b93c561349e682d1a6d0652242a319d6426e,"[""CMP:WBBDVRPSJSJSPC-UHFFFAOYSA-N""]",false,false
CMP:WBEJYOJJBDISQU-GSVOUGTGSA-N,TAU:4233c398f2c8f55d5db735a88b39f8ffeff09e936c107075f5e265a8c3601cbb,"[""CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N""]",false,false
CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N,TAU:4233c398f2c8f55d5db735a88b39f8ffeff09e936c107075f5e265a8c3601cbb,"[""CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N""]",false,false
CMP:WBEJYOJJBDISQU-VKHMYHEASA-N,TAU:4233c398f2c8f55d5db735a88b39f8ffeff09e936c107075f5e265a8c3601cbb,"[""CMP:WBEJYOJJBDISQU-UHFFFAOYSA-N""]",false,false
CMP:WBLZUCOIBUDNBV-UHFFFAOYSA-N,TAU:3f56ba76ed0c83eca4b2ac67fa883a13b9ea2849a4f5819ba275451fa38c5484,"[""CMP:WBLZUCOIBUDNBV-UHFFFAOYSA-N""]",false,false
CMP:WBNQDOYYEUMPFS-UHFFFAOYSA-N,TAU:5556f2c81e9d2a41480cff8642aec313f5c4731efbb2990f62a3b98b59069921,"[""CMP:WBNQDOYYEUMPFS-UHFFFAOYSA-N""]",false,false
CMP:WDAHFRFQQRIZTK-UHFFFAOYSA-N,TAU:682b3a895df1b9b968165a821716dd0e635abd317ce7ddf9a5614ff7e6cfa5f9,"[""CMP:WDAHFRFQQRIZTK-UHFFFAOYSA-N""]",false,false
CMP:WDCYWAQPCXBPJA-UHFFFAOYSA-N,TAU:e2cc0d80da7b86d39cc664658c2b4252718fb960b96c7ace67d2cb6863fc77e4,"[""CMP:WDCYWAQPCXBPJA-UHFFFAOYSA-N""]",false,false
CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N,TAU:acfdaa02d2fa8d2791ae6554543c50d7a4a1b5e20b2bbdb2a0904cd6fcb92515,"[""CMP:WDECIBYCCFPHNR-UHFFFAOYSA-N""]",false,false
CMP:WDRYRZXSPDWGEB-UHFFFAOYSA-N,TAU:0dd6d8b12ffb9345ff197f7fb8884ea917e0adf88c1e0a3dcc114396d0dc5419,"[""CMP:WDRYRZXSPDWGEB-UHFFFAOYSA-N""]",false,false
CMP:WECDUOXQLAIPQW-UHFFFAOYSA-N,TAU:75851350fc32d696254d0560831ee6cfb197093973622995b38e655d1f7e03fc,"[""CMP:WECDUOXQLAIPQW-UHFFFAOYSA-N""]",false,false
CMP:WEEGYLXZBRQIMU-UHFFFAOYSA-N,TAU:110f15223a8bcde3c179037ca4510bdf2839ea59330a9fe417fde87237412d00,"[""CMP:WEEGYLXZBRQIMU-UHFFFAOYSA-N""]",false,false
CMP:WETWJCDKMRHUPV-UHFFFAOYSA-N,TAU:cd75bb4862177bca6d31b47c4a58ac2359ec1714e14d51b22780232ce341f150,"[""CMP:WETWJCDKMRHUPV-UHFFFAOYSA-N""]",false,false
CMP:WEVYAHXRMPXWCK-UHFFFAOYSA-N,TAU:fdd689a8c9458d0c74f4e8e0d335dcfc7416c1b04df6625b21f2d2ee202b808a,"[""CMP:WEVYAHXRMPXWCK-UHFFFAOYSA-N""]",false,false
CMP:WFJIVOKAWHGMBH-UHFFFAOYSA-N,TAU:19abbfe29be8087844b2a87ac6ca80e4210975a608a92e4076d2f9c44d88daf1,"[""CMP:WFJIVOKAWHGMBH-UHFFFAOYSA-N""]",false,false
CMP:WFWLQNSHRPWKFK-UHFFFAOYSA-N,TAU:f03154b3120bf450e09f431416f7ad34a4a67af378c0608073d32c924a8b04df,"[""CMP:WFWLQNSHRPWKFK-ZCFIWIBFSA-N""]",false,false
CMP:WHGYBXFWUBPSRW-FOUAGVGXSA-N,TAU:bbc17d2deae53e0361539b8c4014ff657936fc266fd6d6f8c0b250026536f205,"[""CMP:WHGYBXFWUBPSRW-FOUAGVGXSA-N""]",false,false
CMP:WHHGLZMJPXIBIX-UHFFFAOYSA-N,TAU:20bc0ab79fcf23d4ebe9c74dbd1309cbb58b3e55b9d5c43c089c19e7221be520,"[""CMP:WHHGLZMJPXIBIX-UHFFFAOYSA-N""]",false,false
CMP:WHIVNJATOVLWBW-UHFFFAOYSA-N,TAU:099f0ad2c0c6a4445bb363904f31d9bb4804a5f93b9fcb583a644784b21e9bdd,"[""CMP:WHIVNJATOVLWBW-UHFFFAOYSA-N""]",false,false
CMP:WHKUVVPPKQRRBV-UHFFFAOYSA-N,TAU:6c2631e09946bc11707ccb929a59cba71ebc1a3f68621a0450f5ef30e1a017e5,"[""CMP:WHKUVVPPKQRRBV-UHFFFAOYSA-N""]",false,false
CMP:WHNWPMSKXPGLAX-UHFFFAOYSA-N,TAU:502bd23f3ce8c835b131e7e4662b340f306343a9ef9eb0eb51ae1981a456c360,"[""CMP:WHNWPMSKXPGLAX-UHFFFAOYSA-N""]",false,false
CMP:WHODQVWERNSQEO-UHFFFAOYSA-N,TAU:025fe9f06b10ea5a8198cb531687e59651f88187efcf3555127d80b210c4d0f3,"[""CMP:WHODQVWERNSQEO-UHFFFAOYSA-N""]",false,false
CMP:WHOKDONDRZNCBC-UHFFFAOYSA-N,TAU:6377bb0a56ce505043e2376207a8fde55924bbc3351b7f37aa24120e4a68c8bc,"[""CMP:WHOKDONDRZNCBC-UHFFFAOYSA-N""]",false,false
CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N,TAU:145337c1b569bacc37a7c0366d8ab7ef81e39dfcb218dde67941e5d16c994d9f,"[""CMP:WHUUTDBJXJRKMK-UHFFFAOYSA-N"",""CMP:WHUUTDBJXJRKMK-VKHMYHEASA-N""]",false,false
CMP:WIIZWVCIJKGZOK-RKDXNWHRSA-N,TAU:1095b942d335a4ed77f22adf51042a5fbe729c9813ba1ce33d8f513baa849069,"[""CMP:WIIZWVCIJKGZOK-RKDXNWHRSA-N""]",false,false
